provinces,annees,trimestres,indicateurs,cibles,sexes,tranches_ages,Valeur,period
Haut-Lomami,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,146,2024-T3
Haut-Lomami,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,10,2024-T3
Haut-Lomami,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,115,2024-T3
Haut-Lomami,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,23,2024-T3
Haut-Lomami,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,2965,2024-T3
Haut-Lomami,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,31,2024-T3
Haut-Lomami,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,3793,2024-T3
Tanganyika,2024,T2,Nombre de clients testés,Population Générale,Masculin,< 15 ans,107,2024-T2
Tanganyika,2024,T2,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,525,2024-T2
Tanganyika,2024,T2,Nombre de clients testés,Population Générale,Féminin,< 15 ans,107,2024-T2
Tanganyika,2024,T2,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,747,2024-T2
Tanganyika,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,15,2024-T2
Tanganyika,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,24,2024-T2
Tanganyika,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,9,2024-T2
Tanganyika,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,69,2024-T2
Tanganyika,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,4,2024-T2
Tanganyika,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,157,2024-T2
Tanganyika,2024,T2,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,< 15 ans,3,2024-T2
Tanganyika,2024,T2,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,>= 15 ans,7,2024-T2
Tanganyika,2024,T2,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,< 15 ans,2,2024-T2
Tanganyika,2024,T2,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,>= 15 ans,18,2024-T2
Bas-Uele,2024,T3,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,678,2024-T3
Bas-Uele,2024,T3,Nombre de clients testés,Population Générale,Masculin,< 15 ans,18,2024-T3
Bas-Uele,2024,T3,Nombre de clients testés,Population Générale,Féminin,< 15 ans,34,2024-T3
Bas-Uele,2024,T3,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,1088,2024-T3
Bas-Uele,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,79,2024-T3
Bas-Uele,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,3,2024-T3
Bas-Uele,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,172,2024-T3
Bas-Uele,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,175,2024-T3
Bas-Uele,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,4737,2024-T3
Bas-Uele,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,208,2024-T3
Bas-Uele,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,9254,2024-T3
Bas-Uele,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,>= 15 ans,10,2024-T3
Bas-Uele,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,>= 15 ans,24,2024-T3
Bas-Uele,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,< 15 ans,2,2024-T3
Kasaï-Oriental,2024,T3,Nombre de clients testés,Population Générale,Masculin,< 15 ans,2031,2024-T3
Kasaï-Oriental,2024,T3,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,6276,2024-T3
Kasaï-Oriental,2024,T3,Nombre de clients testés,Population Générale,Féminin,< 15 ans,2180,2024-T3
Kasaï-Oriental,2024,T3,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,9029,2024-T3
Kasaï-Oriental,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,43,2024-T3
Kasaï-Oriental,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,134,2024-T3
Kasaï-Oriental,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,211,2024-T3
Kasaï-Oriental,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,32,2024-T3
Kasaï-Oriental,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,677,2024-T3
Kasaï-Oriental,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,722,2024-T3
Kasaï-Oriental,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,4623,2024-T3
Kasaï-Oriental,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,7591,2024-T3
Sud Kivu,2024,T3,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,20382,2024-T3
Sud Kivu,2024,T3,Nombre de clients testés,Population Générale,Masculin,< 15 ans,2998,2024-T3
Sud Kivu,2024,T3,Nombre de clients testés,Population Générale,Féminin,< 15 ans,3511,2024-T3
Sud Kivu,2024,T3,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,29435,2024-T3
Sud Kivu,2024,T3,Nombre de clients testés,PS,Féminin,>= 15 ans,3376,2024-T3
Sud Kivu,2024,T3,Nombre de clients testés,UDI,Masculin,>= 15 ans,169,2024-T3
Sud Kivu,2024,T3,Nombre de clients testés,Prisonniers,Masculin,>= 15 ans,1539,2024-T3
Sud Kivu,2024,T3,Nombre de clients testés,HSH,Masculin,>= 15 ans,451,2024-T3
Sud Kivu,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,31,2024-T3
Sud Kivu,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,318,2024-T3
Sud Kivu,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,91,2024-T3
Sud Kivu,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,592,2024-T3
Sud Kivu,2024,T3,Nombre de clients diagnostiqués VIH+,HSH,Masculin,>= 15 ans,6,2024-T3
Sud Kivu,2024,T3,Nombre de clients diagnostiqués VIH+,PS,Féminin,>= 15 ans,58,2024-T3
Sud Kivu,2024,T3,Nombre de clients diagnostiqués VIH+,TG,Masculin,>= 15 ans,3,2024-T3
Sud Kivu,2024,T3,Nombre de clients diagnostiqués VIH+,Prisonniers,Masculin,>= 15 ans,6,2024-T3
Sud Kivu,2024,T3,Nombre de clients diagnostiqués VIH+,UDI,Masculin,>= 15 ans,6,2024-T3
Sud Kivu,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,1687,2024-T3
Sud Kivu,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,2123,2024-T3
Sud Kivu,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,22165,2024-T3
Sud Kivu,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,41684,2024-T3
Sud Kivu,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,< 15 ans,21,2024-T3
Sud Kivu,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,< 15 ans,24,2024-T3
Sud Kivu,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,>= 15 ans,94,2024-T3
Sud Kivu,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,>= 15 ans,241,2024-T3
Sud-Ubangi,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,2,2024-T4
Sud-Ubangi,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,25,2024-T4
Sud-Ubangi,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,4,2024-T4
Sud-Ubangi,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,25,2024-T4
Sud-Ubangi,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,5,2024-T4
Sud-Ubangi,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,41,2024-T4
Sud-Ubangi,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,71,2024-T4
Sud-Ubangi,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,5,2024-T4
Sud-Ubangi,2024,T4,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,>= 15 ans,2,2024-T4
Sud-Ubangi,2024,T4,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,>= 15 ans,4,2024-T4
Kwilu,2024,T4,Nombre de clients testés,Population Générale,Masculin,< 15 ans,764,2024-T4
Kwilu,2024,T4,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,7396,2024-T4
Kwilu,2024,T4,Nombre de clients testés,Population Générale,Féminin,< 15 ans,804,2024-T4
Kwilu,2024,T4,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,9886,2024-T4
Kwilu,2024,T4,Nombre de clients testés,TG,Féminin,>= 15 ans,15,2024-T4
Kwilu,2024,T4,Nombre de clients testés,PS,Féminin,>= 15 ans,150,2024-T4
Kwilu,2024,T4,Nombre de clients testés,UDI,Masculin,>= 15 ans,68,2024-T4
Kwilu,2024,T4,Nombre de clients testés,HSH,Masculin,>= 15 ans,106,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,5,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,1,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,61,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,86,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,HSH,Masculin,>= 15 ans,1,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,PS,Féminin,>= 15 ans,4,2024-T4
Kwilu,2024,T4,Nombre de clients testés,Couples sérodiscordants,Masculin,>= 15 ans,23,2024-T4
Kwilu,2024,T4,Nombre de clients testés,Couples sérodiscordants,Féminin,>= 15 ans,46,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,Couples sérodiscordants,Masculin,>= 15 ans,6,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,Couples sérodiscordants,Féminin,>= 15 ans,5,2024-T4
Kwilu,2024,T4,Nombre de clients testés,Enfants exposés,Masculin,< 15 ans,7,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,Enfants exposés,Masculin,< 15 ans,1,2024-T4
Kwilu,2024,T4,Nombre de clients testés,Enfants exposés,Féminin,< 15 ans,5,2024-T4
Kwilu,2024,T4,Nombre de clients diagnostiqués VIH+,Enfants exposés,Féminin,< 15 ans,1,2024-T4
Kwilu,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,7069,2024-T4
Kwilu,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,355,2024-T4
Kwilu,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,526,2024-T4
Kwilu,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,11316,2024-T4
Kwango,2024,T3,Nombre de clients testés,Femmes enceintes,Féminin,>= 15 ans,2904,2024-T3
Kwango,2024,T3,Nombre de clients testés,Population Générale,Masculin,< 15 ans,622,2024-T3
Kwango,2024,T3,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,1869,2024-T3
Kwango,2024,T3,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,2802,2024-T3
Kwango,2024,T3,Nombre de clients testés,Population Générale,Féminin,< 15 ans,934,2024-T3
Kwango,2024,T3,Nombre de clients diagnostiqués VIH+,PVVIH,Masculin,>= 15 ans,16,2024-T3
Kwango,2024,T3,Nombre de clients diagnostiqués VIH+,PVVIH,Féminin,>= 15 ans,27,2024-T3
Kwango,2024,T3,Nombre de clients diagnostiqués VIH+,PVVIH,Féminin,< 15 ans,1,2024-T3
Kwango,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,51,2024-T3
Kwango,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,1069,2024-T3
Kwango,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,65,2024-T3
Kwango,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,1676,2024-T3
Kwango,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,>= 15 ans,2,2024-T3
Kwango,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,>= 15 ans,2,2024-T3
Haut-Lomami,2024,T4,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,3587,2024-T4
Haut-Lomami,2024,T4,Nombre de clients testés,Population Générale,Masculin,< 15 ans,244,2024-T4
Haut-Lomami,2024,T4,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,9823,2024-T4
Haut-Lomami,2024,T4,Nombre de clients testés,Population Générale,Féminin,< 15 ans,1577,2024-T4
Haut-Lomami,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,204,2024-T4
Haut-Lomami,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,243,2024-T4
Haut-Lomami,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,2288,2024-T4
Haut-Lomami,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,4640,2024-T4
Haut-Lomami,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,1,2024-T4
Haut-Lomami,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,96,2024-T4
Haut-Lomami,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,209,2024-T4
Haut-Lomami,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,5,2024-T4
Ituri,2024,T3,Nombre de clients testés,Population Générale,Masculin,< 15 ans,920,2024-T3
Ituri,2024,T3,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,7357,2024-T3
Ituri,2024,T3,Nombre de clients testés,Population Générale,Féminin,< 15 ans,1093,2024-T3
Ituri,2024,T3,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,13356,2024-T3
Ituri,2024,T3,Nombre de clients testés,TG,Masculin,>= 15 ans,21,2024-T3
Ituri,2024,T3,Nombre de clients testés,PS,Féminin,>= 15 ans,182,2024-T3
Ituri,2024,T3,Nombre de clients testés,UDI,Masculin,>= 15 ans,15,2024-T3
Ituri,2024,T3,Nombre de clients testés,TG,Féminin,>= 15 ans,4,2024-T3
Ituri,2024,T3,Nombre de clients testés,UDI,Féminin,>= 15 ans,4,2024-T3
Ituri,2024,T3,Nombre de clients diagnostiqués VIH+,PS,Féminin,>= 15 ans,5,2024-T3
Ituri,2024,T3,Nombre de clients diagnostiqués VIH+,HSH,Masculin,>= 15 ans,3,2024-T3
Ituri,2024,T3,Nombre de clients diagnostiqués VIH+,TG,Masculin,>= 15 ans,2,2024-T3
Ituri,2024,T3,Nombre de clients diagnostiqués VIH+,UDI,Masculin,>= 15 ans,1,2024-T3
Ituri,2024,T3,Nombre de clients diagnostiqués VIH+,UDI,Féminin,>= 15 ans,1,2024-T3
Ituri,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,33,2024-T3
Ituri,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,431,2024-T3
Ituri,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,28,2024-T3
Ituri,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,762,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,PS,Féminin,>= 15 ans,143,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,HSH,Masculin,>= 15 ans,127,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,UDI,Masculin,>= 15 ans,9,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,TG,Masculin,>= 15 ans,12,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,UDI,Féminin,>= 15 ans,141,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,TG,Féminin,>= 15 ans,1,2024-T3
Ituri,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,>= 15 ans,50,2024-T3
Ituri,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,< 15 ans,2,2024-T3
Ituri,2024,T3,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,>= 15 ans,79,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,540,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,7775,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,13749,2024-T3
Ituri,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,395,2024-T3
Ituri,2024,T4,Nombre de clients testés,TG,Masculin,>= 15 ans,10,2024-T4
Ituri,2024,T4,Nombre de clients testés,UDI,Masculin,>= 15 ans,21,2024-T4
Ituri,2024,T4,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,8669,2024-T4
Ituri,2024,T4,Nombre de clients testés,Population Générale,Masculin,< 15 ans,1097,2024-T4
Ituri,2024,T4,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,16054,2024-T4
Ituri,2024,T4,Nombre de clients testés,Population Générale,Féminin,< 15 ans,1206,2024-T4
Ituri,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,22,2024-T4
Ituri,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,29,2024-T4
Ituri,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,434,2024-T4
Ituri,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,605,2024-T4
Ituri,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,420,2024-T4
Ituri,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,8063,2024-T4
Ituri,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,15195,2024-T4
Ituri,2024,T4,Nombre de PVVIH sous TAR,PS,Féminin,>= 15 ans,148,2024-T4
Ituri,2024,T4,Nombre de PVVIH sous TAR,HSH,Masculin,>= 15 ans,130,2024-T4
Ituri,2024,T4,Nombre de PVVIH sous TAR,UDI,Masculin,>= 15 ans,10,2024-T4
Ituri,2024,T4,Nombre de PVVIH sous TAR,TG,Masculin,>= 15 ans,14,2024-T4
Ituri,2024,T4,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,>= 15 ans,5,2024-T4
Ituri,2024,T4,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,>= 15 ans,8,2024-T4
Sankuru,2024,T3,Nombre de clients testés,Population Générale,Féminin,< 15 ans,1208,2024-T3
Sankuru,2024,T3,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,5750,2024-T3
Sankuru,2024,T3,Nombre de clients testés,Population Générale,Masculin,< 15 ans,1186,2024-T3
Sankuru,2024,T3,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,4614,2024-T3
Sankuru,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,10,2024-T3
Sankuru,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,128,2024-T3
Sankuru,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,6,2024-T3
Sankuru,2024,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,54,2024-T3
Sankuru,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,83,2024-T3
Sankuru,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,3091,2024-T3
Sankuru,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,74,2024-T3
Sankuru,2024,T3,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,1831,2024-T3
Sankuru,2024,T3,Nombre de clients testés,Femmes enceintes,Féminin,>= 15 ans,4026,2024-T3
Sankuru,2024,T3,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,>= 15 ans,5,2024-T3
Sankuru,2024,T3,Nombre de PVVIH sous TAR,Femmes enceintes séropositives ,Féminin,>= 15 ans,5,2024-T3
Sankuru,2024,T2,Nombre de clients testés,Femmes enceintes,Féminin,>= 15 ans,5045,2024-T2
Sankuru,2024,T2,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,>= 15 ans,7,2024-T2
Sankuru,2024,T2,Nombre de clients testés,PS,Féminin,>= 15 ans,6,2024-T2
Sankuru,2024,T2,Nombre de PVVIH sous TAR,Femmes enceintes,Féminin,>= 15 ans,7,2024-T2
Sankuru,2024,T2,Nombre de clients testés,Enfants exposés,Masculin,< 15 ans,2,2024-T2
Sankuru,2024,T2,Nombre de clients testés,Population Générale,Féminin,< 15 ans,2359,2024-T2
Sankuru,2024,T2,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,6468,2024-T2
Sankuru,2024,T2,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,4614,2024-T2
Sankuru,2024,T2,Nombre de clients testés,Population Générale,Masculin,< 15 ans,1116,2024-T2
Sankuru,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,5,2024-T2
Sankuru,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,127,2024-T2
Sankuru,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,5,2024-T2
Sankuru,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,77,2024-T2
Sankuru,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,6,2024-T2
Sankuru,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,145,2024-T2
Sankuru,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,6,2024-T2
Sankuru,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,69,2024-T2
Bas-Uele,2024,T4,Nombre de clients testés,Population Générale,Masculin,< 15 ans,36,2024-T4
Bas-Uele,2024,T4,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,947,2024-T4
Bas-Uele,2024,T4,Nombre de clients testés,Population Générale,Féminin,< 15 ans,27,2024-T4
Bas-Uele,2024,T4,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,1548,2024-T4
Bas-Uele,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,8,2024-T4
Bas-Uele,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,2,2024-T4
Bas-Uele,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,92,2024-T4
Bas-Uele,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,195,2024-T4
Bas-Uele,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,4311,2024-T4
Bas-Uele,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,173,2024-T4
Bas-Uele,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,9907,2024-T4
Bas-Uele,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,211,2024-T4
Kasaï-Oriental,2024,T4,Nombre de clients testés,Population Générale,Masculin,< 15 ans,2725,2024-T4
Kasaï-Oriental,2024,T4,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,5896,2024-T4
Kasaï-Oriental,2024,T4,Nombre de clients testés,Population Générale,Féminin,< 15 ans,2726,2024-T4
Kasaï-Oriental,2024,T4,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,8993,2024-T4
Kasaï-Oriental,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,69,2024-T4
Kasaï-Oriental,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,110,2024-T4
Kasaï-Oriental,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,30,2024-T4
Kasaï-Oriental,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,180,2024-T4
Kasaï-Oriental,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,684,2024-T4
Kasaï-Oriental,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,4505,2024-T4
Kasaï-Oriental,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,668,2024-T4
Kasaï-Oriental,2024,T4,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,7458,2024-T4
Kasaï-Oriental,2024,T4,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,>= 15 ans,7,2024-T4
Haut-Uele,2024,T4,Nombre de clients testés,Population Générale,Masculin,< 15 ans,884,2024-T4
Haut-Uele,2024,T4,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,8040,2024-T4
Haut-Uele,2024,T4,Nombre de clients testés,Population Générale,Féminin,< 15 ans,1056,2024-T4
Haut-Uele,2024,T4,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,11472,2024-T4
Haut-Uele,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,28,2024-T4
Haut-Uele,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,445,2024-T4
Haut-Uele,2024,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,31,2024-T4
